Date,^SP500-255040,^SP500-30,^SP500-35,^SP500-60
2021-06-02,36.47853670623682,13.226424389103864,18.50308946750907,17.399002535646034
2021-06-03,35.4930679403344,13.804606643450601,18.97433862385034,17.15863510472513
2021-06-04,35.311148800398186,14.18174488812598,19.354028633228772,17.306229818572017
2021-06-07,35.18593441560567,13.980710390377894,19.753037427787845,18.377330666787973
2021-06-08,35.955606838879376,13.011359804571821,19.322948358344185,18.98456792963379
2021-06-09,34.72560724526195,12.526689267630431,20.514099124235585,19.17432153113976
2021-06-10,34.29179384103824,13.257594961572305,22.54609898970137,20.304465412499816
2021-06-11,35.91951790798564,13.363567298426403,21.6548405759295,19.596013359837492
2021-06-14,35.18373167816946,13.213963769655091,21.751444755964975,20.102048701880104
2021-06-15,34.40374684738823,12.896037247169524,21.720364481080413,18.858052659616465
2021-06-16,33.251085814694584,11.499686915046436,21.252468425988646,17.808044124243374
2021-06-17,32.94174955252962,11.90799573219028,22.212614100293205,18.20865650911154
2021-06-18,32.0829606661222,10.055016012847172,20.724944591796323,16.437545680975752
2021-06-21,34.55621224103449,11.270592243730482,22.28401362322996,18.676728261839635
2021-06-22,36.68329238938932,11.465396431754193,22.539382533070086,18.149613475967463
2021-06-23,36.62584140074681,10.83267280953011,21.97405171322966,17.72371347991182
2021-06-24,37.375617260974224,11.197350434756714,22.59565721092114,17.196598694039665
2021-06-25,38.48040246979912,12.085649922606233,23.156794090666622,17.951417801719003
2021-06-28,38.47967421783041,12.12150036131041,23.36343536400016,18.044190518793044
2021-06-29,39.58151045572029,11.657080708954082,23.44743721548628,17.875516361116617
2021-06-30,39.987335608356524,12.459677768381061,23.39367480003929,16.981531743319557
2021-07-01,41.37273158502512,12.14176075781872,24.536108183556358,17.348401575244445
2021-07-02,42.03339997288384,12.48772843002568,25.609644052408463,17.955638838090238
2021-07-06,40.86747756174767,12.026438200416422,25.499606959110423,18.959267449432993
2021-07-07,41.557599695896364,12.648251646680375,26.271579052284388,19.583363119737097
2021-07-08,39.52627119527905,12.308514284197813,25.673486279868495,19.490590402663056
2021-07-09,41.69165200272889,12.96304874641887,26.12541665102912,21.067726592921645
2021-07-12,41.760143650847596,12.727733277301766,26.35138696367556,22.105084888194337
2021-07-13,40.05362451903902,12.685652528873215,26.216986052124213,20.49844005037704
2021-07-14,40.9190395992852,13.717334747692899,25.959094625747746,21.56954089859302
2021-07-15,41.7689815728876,14.194215019498024,25.637371226043527,21.733994019898194
2021-07-16,40.9757443544289,14.370318766425317,25.915412022313824,21.86050928991552
2021-07-19,38.621080970470366,14.021231183394534,24.563825103059166,19.929153507832442
2021-07-20,41.395568128241386,13.930839376813031,26.06073358472365,22.180986328796727
2021-07-21,42.18585637576506,13.773436070982159,26.319465849945534,21.75086529636985
2021-07-22,42.3987127382238,13.480449811240636,27.15948436480675,20.91591084270352
